1951-01-01	22.670000075
1951-02-01	22.674999235
1951-03-01	22.31500006
1951-04-01	22.225000385
1951-05-01	21.890000344999997
1951-06-01	21.82499981
1951-07-01	21.94500017
1951-08-01	21.854999545
1951-09-01	22.26000023
1951-10-01	22.23500013
1951-11-01	22.120000365000003
1951-12-01	22.194999695
1951-01-02	20.74999952
1951-02-02	20.2050004
1951-03-02	20.78999996
1951-04-02	21.76999998
1951-05-02	21.450000284999998
1951-06-02	20.85499954
1951-07-02	22.230000495
1951-08-02	24.97999954
1951-09-02	25.279998775000003
1951-10-02	24.464999194999997
1951-11-02	23.52499962
1951-12-02	22.774999620000003
1951-01-03	26.82999897
1951-02-03	26.94500065
1951-03-03	27.17000008
1951-04-03	26.48500061
1951-05-03	26.31499958
1951-06-03	26.709999085
1951-07-03	27.330000875
1951-08-03	28.514999385000003
1951-09-03	27.725000379999997
1951-10-03	27.18999958
1951-11-03	27.06000042
1951-12-03	27.109999655000003
1951-01-04	24.5
1951-02-04	25.20499992
1951-03-04	25.195000645
1951-04-04	26.170000075
1951-05-04	26.319999695
1951-06-04	26.28499985
1951-07-04	26.05000019
1951-08-04	27.45000076
1951-09-04	28.11499882
1951-10-04	27.895000455
1951-11-04	28.674999235
1951-12-04	28.849999425
1951-01-05	28.069999695
1951-02-05	27.994999885000002
1951-03-05	28.51500034
1951-04-05	28.634999275
1951-05-05	29.03499985
1951-06-05	29.125
1951-07-05	29.44999981
1951-08-05	29.399999615
1951-09-05	30.47000027
1951-10-05	29.929999355
1951-11-05	30.024999615
1951-12-05	30.23500061
1951-01-06	29.199999809999998
1951-02-06	28.465000155
1951-03-06	28.47500038
1951-04-06	28.474999425
1951-05-06	27.775000570000003
1951-06-06	27.454999925
1951-07-06	28.079999925000003
1951-08-06	28.605000495
1951-09-06	28.140000345
1951-10-06	29.229999545
1951-11-06	28.10499954
1951-12-06	26.825000765
1951-01-07	25.45500088
1951-02-07	26.375
1951-03-07	27.07499981
1951-04-07	26.07999992
1951-05-07	25.97000027
1951-06-07	27.19999981
1951-07-07	27.089999194999997
1951-08-07	26.89000034
1951-09-07	26.244999885
1951-10-07	26.68999958
1951-11-07	26.984999655
1951-12-07	25.904999735
1951-01-08	24.224999429999997
1951-02-08	24.67500019
1951-03-08	25.03499985
1951-04-08	24.579999925
1951-05-08	24.829999925
1951-06-08	24.460000035
1951-07-08	24.18999958
1951-08-08	23.47499943
1951-09-08	24.055000305
1951-10-08	24.53499985
1951-11-08	25.07499981
1951-12-08	25.11000061
1951-01-09	25.230000495
1951-02-09	24.89500046
1951-03-09	25.43500042
1951-04-09	25.799999235
1951-05-09	25.619999885
1951-06-09	25.569999695
1951-07-09	25.184999464999997
1951-08-09	25.54500008
1951-09-09	25.80000019
1951-10-09	25.694999695
1951-11-09	25.519999499999997
1951-12-09	24.92500019
1951-01-10	27.034999845
1951-02-10	25.204999925000003
1951-03-10	25.47000027
1951-04-10	26.400000575
1951-05-10	27.449999804999997
1951-06-10	26.815000535000003
1951-07-10	27.029999734999997
1951-08-10	27.125
1951-09-10	27.32499981
1951-10-10	27.240000724999998
1951-11-10	27.304999350000003
1951-12-10	27.820000645
1951-01-11	25.904999735
1951-02-11	27.180000305
1951-03-11	27.864999769999997
1951-04-11	27.145000455
1951-05-11	25.90000057
1951-06-11	25.845000265000003
1951-07-11	27.11499882
1951-08-11	27.8550005
1951-09-11	27.174999235
1951-10-11	26.704999925
1951-11-11	25.42000008
1951-12-11	25.164999005
1951-01-12	24.78999996
1951-02-12	24.114999775
1951-03-12	24.149999615
1951-04-12	24.320000649999997
1951-05-12	23.259999275
1951-06-12	22.55000019
1951-07-12	21.974999425
1951-08-12	21.59000015
1951-09-12	21.84500027
1951-10-12	21.990000245
1951-11-12	21.45499992
1951-12-12	21.775000575
1952-01-01	22.28499985
1952-02-01	22.14499998
1952-03-01	22.084999565
1952-04-01	22.39999962
1952-05-01	22.619999885
1952-06-01	22.630000115
1952-07-01	22.69999981
1952-08-01	22.980000495
1952-09-01	22.0
1952-10-01	22.07499981
1952-11-01	22.500000475
1952-12-01	22.78000069
1952-01-02	23.375
1952-02-02	23.65999985
1952-03-02	22.829999925
1952-04-02	22.67499971
1952-05-02	22.585000515
1952-06-02	22.825000285
1952-07-02	22.80000019
1952-08-02	24.259999275
1952-09-02	25.184999464999997
1952-10-02	23.95999908
1952-11-02	24.409999845
1952-12-02	25.07499981
1952-01-03	24.514999385
1952-02-03	23.80000019
1952-03-03	23.72499943
1952-04-03	25.01000023
1952-05-03	25.909999845
1952-06-03	25.625000954999997
1952-07-03	24.91499996
1952-08-03	25.06000042
1952-09-03	25.224999425
1952-10-03	25.460000039999997
