date,temp max,temp min
1964-07-11,30.43000031,18.73999977
1964-08-11,29.45999908,19.22999954
1964-09-11,28.63999939,21.04000092
1964-10-11,30.14999962,21.13999939
1964-11-11,31.62999916,20.88999939
1964-12-11,30.76000023,20.06999969
1964-01-12,28.96999931,15.27000046
1964-02-12,29.54000092,16.01000023
1964-03-12,29.81999969,16.0
1964-04-12,30.20000076,15.69999981
1964-05-12,30.11000061,15.93999958
1964-06-12,29.77000046,15.56999969
1964-07-12,29.54999924,15.07999992
1964-08-12,30.23999977,16.37999916
1964-09-12,29.77000046,17.05999947
1964-10-12,29.04999924,15.43999958
1964-11-12,27.80999947,15.05000019
1964-12-12,28.19000053,15.21000004
1965-01-01,28.97999954,16.88999939
1965-02-01,28.45000076,18.55999947
1965-03-01,29.89999962,18.18000031
1965-04-01,27.54000092,17.29999924
1965-05-01,27.04999924,14.39000034
1965-06-01,26.76000023,14.38000011
1965-07-01,26.79999924,16.48999977
1965-08-01,28.69000053,17.82999992
1965-09-01,29.61000061,17.32999992
1965-10-01,29.22999954,17.78000069
1965-11-01,29.78000069,19.12000084
1965-12-01,30.85000038,16.65999985
1965-01-02,31.04000092,16.56999969
1965-02-02,31.43000031,16.11000061
1965-03-02,31.13999939,16.17000008
1965-04-02,31.32999992,15.60000038
1965-05-02,30.43000031,16.64999962
1965-06-02,30.10000038,15.02999973
1965-07-02,27.87999916,13.75
1965-08-02,26.53000069,14.26000023
1965-09-02,28.29000092,14.64000034
1965-10-02,29.0,15.43999958
1965-11-02,30.13999939,16.90999985
1965-12-02,31.18000031,19.20000076
1965-01-03,31.88999939,17.72999954
1965-02-03,32.09000015,17.13999939
1965-03-03,32.65000153,17.54999924
1965-04-03,33.29000092,18.12000084
1965-05-03,33.25999832,19.35000038
1965-06-03,33.38999939,20.04999924
1965-07-03,32.68999863,19.71999931
1965-08-03,31.45999908,17.87999916
1965-09-03,32.20999908,18.47999954
1965-10-03,32.70999908,19.54000092
1965-11-03,32.09999847,19.61000061
1965-12-03,33.02999878,19.48999977
1965-01-04,32.18000031,18.51000023
1965-02-04,31.64999962,19.26000023
1965-03-04,31.75,18.73999977
1965-04-04,32.65999985,19.37000084
1965-05-04,33.41999817,20.18000031
1965-06-04,34.16999817,21.52000046
1965-07-04,34.15000153,22.65999985
1965-08-04,33.72999954,23.04000092
1965-09-04,35.70999908,23.29000092
1965-10-04,35.13000107,23.75
1965-11-04,35.24000168,22.28000069
1965-12-04,36.06000137,23.27000046
1965-01-05,35.13999939,25.03000069
1965-02-05,35.34999847,25.09000015
1965-03-05,34.38999939,24.21999931
1965-04-05,34.74000168,23.37000084
1965-05-05,34.66999817,21.88999939
1965-06-05,34.52000046,21.42000008
1965-07-05,34.27000046,21.87000084
1965-08-05,34.38999939,22.17000008
1965-09-05,33.31000137,22.21999931
1965-10-05,33.91999817,22.02000046
1965-11-05,34.81000137,21.64999962
1965-12-05,34.08000183,21.47999954
1965-01-06,34.13000107,23.37999916
1965-02-06,34.66999817,23.45999908
1965-03-06,34.40999985,24.38999939
1965-04-06,34.09999847,25.06999969
1965-05-06,32.86999893,23.81999969
1965-06-06,31.56999969,23.61000061
1965-07-06,33.11000061,23.84000015
1965-08-06,32.61999893,23.67000008
1965-09-06,31.20999908,23.46999931
1965-10-06,30.94000053,22.42000008
1965-11-06,31.37000084,22.97999954
1965-12-06,31.98999977,24.10000038
1965-01-07,29.90999985,22.82999992
1965-02-07,29.52000046,22.29000092
1965-03-07,28.42000008,22.29000092
1965-04-07,27.52000046,22.17000008
1965-05-07,27.12000084,22.56999969
1965-06-07,27.87000084,22.55999947
1965-07-07,29.23999977,22.45999908
1965-08-07,29.87999916,22.85000038
1965-09-07,28.85000038,22.45000076
1965-10-07,29.38999939,21.93000031
1965-11-07,27.73999977,22.87000084
1965-12-07,27.87999916,22.20999908
1965-01-08,26.61000061,21.62000084
1965-02-08,27.36000061,22.14999962
1965-03-08,27.37000084,22.17000008
1965-04-08,27.39999962,21.52000046
1965-05-08,27.70000076,21.89999962
1965-06-08,27.89999962,21.56999969
1965-07-08,28.37999916,21.07999992
1965-08-08,28.25,21.64999962
1965-09-08,28.11000061,22.03000069
1965-10-08,30.82999992,22.02000046
1965-11-08,29.51000023,22.46999931
1965-12-08,28.68000031,21.87999916
1965-01-09,28.48999977,22.06999969
1965-02-09,28.19000053,22.15999985
1965-03-09,27.95999908,21.20999908
1965-04-09,27.85000038,20.86000061
1965-05-09,28.82999992,20.89999962
1965-06-09,28.57999992,21.37999916
1965-07-09,28.64999962,21.57999992
1965-08-09,27.23999977,21.20000076
1965-09-09,30.48999977,21.23999977
1965-10-09,29.56999969,20.23999977
1965-11-09,29.13999939,20.37999916
1965-12-09,29.32999992,21.09000015
1965-01-10,31.52000046,22.61000061
1965-02-10,31.60000038,22.72999954
1965-03-10,31.98999977,22.13999939
1965-04-10,32.45999908,21.71999931
