_id,Date,Rain,Temp Max,Temp Min
15914,27-07-1994,11.96609688,27.90999985,23.03000069
15915,28-07-1994,12.04513454,27.77000046,22.95999908
15916,29-07-1994,13.05629253,27.64999962,22.97999954
15917,30-07-1994,17.27594948,27.17000008,22.79999924
15918,31-07-1994,6.194302559,27.46999931,23.34000015
15919,01-08-1994,7.063232422,26.87999916,23.01000023
15920,02-08-1994,9.200585365,26.53000069,22.77000046
15921,03-08-1994,9.306731224,27.17000008,22.65999985
15922,04-08-1994,4.273110867,27.80999947,22.97999954
15923,05-08-1994,3.095896244,27.87000084,23.23999977
15924,06-08-1994,1.005922437,28.12999916,22.96999931
15925,07-08-1994,2.005284548,28.37000084,23.17000008
15926,08-08-1994,1.040499806,28.26000023,23.51000023
15927,09-08-1994,1.073243737,27.85000038,22.98999977
15928,10-08-1994,2.12953496,28.25,23.01000023
15929,11-08-1994,4.192111492,27.76000023,22.65999985
15930,12-08-1994,2.328826427,27.65999985,22.73999977
15931,13-08-1994,9.47401619,26.06999969,22.35000038
15932,14-08-1994,7.478204727,26.72999954,22.19000053
15933,15-08-1994,3.079085827,27.93000031,22.47999954
15934,16-08-1994,2.135120153,27.94000053,22.70000076
15935,17-08-1994,7.090930462,27.43000031,22.29999924
15936,18-08-1994,22.17338943,27.22999954,22.51000023
15937,19-08-1994,4.196757793,27.37999916,22.51000023
15938,20-08-1994,14.29393005,27.35000038,22.47999954
15939,21-08-1994,5.426955223,27.96999931,22.32999992
15940,22-08-1994,3.192111254,28.10000038,22.38999939
15941,23-08-1994,24.50403023,27.62000084,21.96999931
15942,24-08-1994,10.36056805,27.46999931,21.90999985
15943,25-08-1994,10.37957573,27.19000053,22.23999977
15944,26-08-1994,10.14263725,27.12999916,22.20000076
15945,27-08-1994,50.39670563,26.43000031,21.76000023
15946,28-08-1994,18.31634331,25.70999908,21.77000046
15947,29-08-1994,15.20256042,27.04999924,22.26000023
15948,30-08-1994,21.08440018,27.21999931,22.13999939
15949,31-08-1994,58.51799774,26.39999962,21.29999924
15950,01-09-1994,19.24054718,25.67000008,21.55999947
15951,02-09-1994,83.07983398,25.87000084,21.86000061
15952,03-09-1994,13.88047123,26.79000092,21.61000061
15953,04-09-1994,14.61888599,27.64999962,22.11000061
15954,05-09-1994,14.74617004,26.87000084,21.87999916
15955,06-09-1994,54.48284912,26.92000008,22.27000046
15956,07-09-1994,4.198671341,26.56999969,22.04000092
15957,08-09-1994,16.53005028,27,21.89999962
15958,09-09-1994,4.546393871,27.39999962,21.94000053
15959,10-09-1994,5.65942812,27.37999916,21.64999962
15960,11-09-1994,4.210197449,27.04999924,21.06999969
15961,12-09-1994,1.162818193,28.14999962,21.38999939
15962,13-09-1994,0,28.62000084,20.42000008
15963,14-09-1994,0,28.97999954,20.18000031
15964,15-09-1994,0,28.81999969,20.51000023
15965,16-09-1994,0.152887285,29.20000076,21.01000023
15966,17-09-1994,0.112068467,28.04999924,20.87999916
15967,18-09-1994,0,26.63999939,20.04000092
15968,19-09-1994,0,28.39999962,19.87999916
15969,20-09-1994,0,27.80999947,19.12999916
15970,21-09-1994,0,28.94000053,18.26000023
15971,22-09-1994,0,29.01000023,19.04999924
15972,23-09-1994,0,29.46999931,20.02000046
15973,24-09-1994,0,30.60000038,21.79000092
15974,25-09-1994,0,31.39999962,21.39999962
15975,26-09-1994,0,30.80999947,20.78000069
15976,27-09-1994,0,31.05999947,20.95999908
15977,28-09-1994,0,30.61000061,22.47999954
15978,29-09-1994,0,31.35000038,22.78000069
15979,30-09-1994,0,32.38999939,20.88999939
15980,01-10-1994,0,32.43000031,20.71999931
15981,02-10-1994,0,33.13999939,22.22999954
15982,03-10-1994,0,32.27000046,22.59000015
15983,04-10-1994,20.53786278,31.57999992,21.97999954
15984,05-10-1994,14.05607414,31.37999916,21.29999924
15985,06-10-1994,3.9430089,31.13999939,21.62000084
15986,07-10-1994,0,31.10000038,21.61000061
15987,08-10-1994,0,32.13999939,21.85000038
15988,09-10-1994,0,32.61999893,21.85000038
15989,10-10-1994,0,33.29000092,21.80999947
15990,11-10-1994,0,32.59000015,21.13999939
15991,12-10-1994,0,32.75999832,21.67000008
15992,13-10-1994,0,32.09000015,22.01000023
15993,14-10-1994,0,31.55999947,21.40999985
15994,15-10-1994,0,30.11000061,20.12000084
15995,16-10-1994,0,30.5,20.39999962
15996,17-10-1994,4.138947487,31.07999992,21.70000076
15997,18-10-1994,0,32.66999817,21.82999992
15998,19-10-1994,0,33.36999893,20.68000031
15999,20-10-1994,0,32.79000092,21.86000061
16000,21-10-1994,4.971982956,30.02000046,21.09000015
16001,22-10-1994,4.319213867,31.26000023,22.13999939
16002,23-10-1994,18.74738884,31.67000008,21.40999985
16003,24-10-1994,0,31.51000023,19.78000069
16004,25-10-1994,0,32.90999985,19.32999992
16005,26-10-1994,0,33.29999924,20
16006,27-10-1994,0,32.09000015,19.15999985
16007,28-10-1994,0,33.09000015,19.18000031
16008,29-10-1994,0,32.86000061,20.20000076
16009,30-10-1994,0,32.16999817,20.56999969
16010,31-10-1994,0,31.40999985,20.87000084
16011,01-11-1994,0,32.29000092,19.89999962
16012,02-11-1994,0,32.18000031,18.95999908
16013,03-11-1994,0,31.46999931,18.72999954
16014,04-11-1994,0,30.32999992,21.04999924
16015,05-11-1994,0,31.97999954,21.59000015
16016,06-11-1994,0,32.06000137,21.79000092
16017,07-11-1994,0,31.54000092,20.96999931
